product_no,category,name,price,add_date,views,more_information_image,represent_image
6153,101,농구대 야외고정식 1주4면 1대 보호대포함 콘크리트 매립형,3900000,2021-11-25,934,https://redsports.co.kr//web/product/manual/S-IWB-704.jpg,https://redsports.co.kr/web/product/big/202108/36b7201fdd0762b041952888a2a37999.jpg
6154,101,농구대 야외고정식 1주1면 1대 보호대포함 앙카볼트식,1850000,2022-06-21,348,https://redsports.co.kr//web/product/manual/S-IWB-601.jpg,https://redsports.co.kr/web/product/big/202108/eb0f23480621570eb8b773c61a3227b6.jpg
6155,101,농구대 야외고정식 1주2면 1대 보호대포함 앙카볼트식,2900000,2021-06-02,517,https://redsports.co.kr//web/product/manual/S-IWB-602.jpg,https://redsports.co.kr/web/product/big/202108/81ee06fb3b337433346825ce8e25e747.jpg
6157,101,농구대 야외고정식 1주3면 1대 보호대포함 앙카볼트식,3900000,2022-10-24,480,https://redsports.co.kr//web/product/manual/S-IWB-603.jpg,https://redsports.co.kr/web/product/big/202108/d63100074382339f5cba6934bfa81676.jpg
6158,101,농구대 야외고정식 1주4면 1대 보호대포함 앙카볼트식,4900000,2021-12-04,331,https://redsports.co.kr//web/product/manual/S-IWB-604.jpg,https://redsports.co.kr/web/product/big/202108/6ce90d3b5b1c6aa3c21b0060dbe0cb1a.jpg
6159,101,농구대 야외이동식 1대 높이고정식 사다리형,1600000,2022-09-16,387,https://redsports.co.kr//web/product/manual/S-IWB-401.jpg,https://redsports.co.kr/web/product/big/202108/0e91631135f12f727c33f1c8f6d3724f.jpg
6082,101,농구대 국제규격 야외이동식 높이고정형,2400000,2022-09-21,66,https://redsports.co.kr//web/product/manual/S-302.jpg,https://redsports.co.kr/web/product/big/202012/60a37fe10c53830a46e9e1451da1474b.jpg
6081,101,농구대 국제규격 실내이동식 높이조절형,2700000,2022-12-15,609,https://redsports.co.kr//web/product/manual/S-301S.jpg,https://redsports.co.kr/web/product/big/202012/47c802188a5d6860a0fbdc0febb21f9b.jpg
6080,101,농구대 국제규격 실내이동식 높이조절형,3500000,2021-07-21,261,https://redsports.co.kr//web/product/manual/S-202.jpg,https://redsports.co.kr/web/product/big/202012/f4d69cbc6ed7af890416ed10e2b64441.jpg
6079,101,농구대 국제규격 실내이동식 높이고정형 실내외겸용 고온분체도장 보호대장착,5500000,2022-08-27,11,https://redsports.co.kr//web/product/manual/S-1030.jpg,https://redsports.co.kr/web/product/big/202012/fb7e72b149caeb15083e4429b07ab05d.jpg
4019,101,스타 농구링망(C형) 2개입 BN302,6000,2023-05-07,741,https://redsports.co.kr//web/product/manual/S-BN302.jpg,https://redsports.co.kr/web/product/big/BN302.jpg
4018,101,스타 농구링망(A형) 2개입 BN102,15000,2021-02-23,899,https://redsports.co.kr//web/product/manual/S-BN102.jpg,https://redsports.co.kr/web/product/big/BN102.jpg
5337,101,각기둥단면고정식 농구대 특수투명아크릴백보드/1800×1050×3050㎜/사은품 농구공  S131-7,1890000,2022-08-09,755,https://redsports.co.kr//web/product/manual/S-S131-7.jpg,https://redsports.co.kr/web/product/big/S131-7.jpg
5336,101,단면고정식 농구대 폴프백보드/1800×1050×3050㎜/사은품 농구공  S131-4,1190000,2021-01-07,316,https://redsports.co.kr//web/product/manual/S-S131-4.jpg,https://redsports.co.kr/web/product/big/S131-4.jpg
5335,101,단면고정식 농구대 특수투명아크릴백보드/1800×1050×3050㎜/사은품 농구공  S131-2,1390000,2021-05-03,238,https://redsports.co.kr//web/product/manual/S-S131-2.jpg,https://redsports.co.kr/web/product/big/S131-2.jpg
5334,101,양면고정식 농구대 폴프백보드/1800×1050×3050㎜/사은품 농구공  S130-4,1890000,2021-10-16,234,https://redsports.co.kr//web/product/manual/S-S130-4.jpg,https://redsports.co.kr/web/product/big/S130-4.jpg
5333,101,양면고정식 농구대 특수투명아크릴백보드/1800×1050×3050㎜/사은품 농구공  S130-2,2390000,2021-06-30,992,https://redsports.co.kr//web/product/manual/S-S130-2.jpg,https://redsports.co.kr/web/product/big/S130-2.jpg
5332,101,삼면고정식 농구대 폴프백보드/1800×1050×3050㎜/사은품 농구공  S129-4,2490000,2023-01-17,141,https://redsports.co.kr//web/product/manual/S-S129-4.jpg,https://redsports.co.kr/web/product/big/S129-4.jpg
5331,101,삼면고정식 농구대 특수투명아크릴백보드/1800×1050×3050㎜/사은품 농구공  S129-2,2980000,2022-11-20,79,https://redsports.co.kr//web/product/manual/S-S129-2.jpg,https://redsports.co.kr/web/product/big/S129-2.jpg
5330,101,사면고정식 농구대 폴프백보드/1800×1050×3050㎜/사은품 농구공 S128-4,2690000,2023-01-09,360,https://redsports.co.kr//web/product/manual/S-S128-4.jpg,https://redsports.co.kr/web/product/big/S128-4.jpg
5329,101,사면고정식 농구대 특수투명아크릴백보드/1800×1050×3050㎜/사은품 농구공 S128-1,3490000,2022-01-25,980,https://redsports.co.kr//web/product/manual/S-S128-1.jpg,https://redsports.co.kr/web/product/big/S128-2.jpg
5328,101,야외이동식 농구대 폴프백보드/1800×1050×3050㎜/사은품 농구공  S126-4,1950000,2023-05-12,167,https://redsports.co.kr//web/product/manual/S-S126-4.jpg,https://redsports.co.kr/web/product/big/S126-4.jpg
5353,102,배구심판대 베벨기어식/국제공인규격/입식/좌식겸용 사은품 배구공 S214-1,1190000,2022-12-11,154,https://redsports.co.kr//web/product/manual/S-S214-1.jpg,https://redsports.co.kr/web/product/big/S214-1.jpg
5352,102,배구 지주세트 이동식/족구/배드민턴 겸용/사은품 배구공 S211-11,1070000,2022-03-01,973,https://redsports.co.kr//web/product/manual/S-S211-11.jpg,https://redsports.co.kr/web/product/big/S211-11.jpg
5351,102,배구 지주세트 실내외이동식/베벨기어식/사은품 배구공 S211-10,1830000,2022-04-30,236,https://redsports.co.kr//web/product/manual/S-S211-10.jpg,https://redsports.co.kr/web/product/big/S211-10.jpg
5350,102,배구 지주세트 야외용/고정식/사은품 배구공 S211-7,470000,2021-04-08,198,https://redsports.co.kr//web/product/manual/S-S211-7.jpg,https://redsports.co.kr/web/product/big/S211-7.jpg
5349,102,배구 지주세트 야외용/맨홀식/사은품 배구공 S211-5,520000,2023-01-04,940,https://redsports.co.kr//web/product/manual/S-S211-5.jpg,https://redsports.co.kr/web/product/big/S211-5.jpg
5347,102,배구 지주세트 야외용/베벨기어식/국제공인규격/사은품 배구공 S211-3,1120000,2023-05-02,137,https://redsports.co.kr//web/product/manual/S-S211-3.jpg,https://redsports.co.kr/web/product/big/S211-3.jpg
5346,102,배구 지주세트 실내체육관용/핀조절식/사은품 배구공 S211-2,849000,2021-11-13,454,https://redsports.co.kr//web/product/manual/S-S211-2.jpg,https://redsports.co.kr/web/product/big/S211-2.jpg
5345,102,배구 지주세트 실내체육관용/베벨기어식/국제공인규격/사은품 배구공 S211-1 ,1070000,2021-01-25,837,https://redsports.co.kr//web/product/manual/S-S211-1.jpg,https://redsports.co.kr/web/product/big/S211-1.jpg
6106,102,스타 배구네트 6인제 경기용 VN330,79000,2021-04-21,895,https://redsports.co.kr//web/product/manual/S-SVN330.jpg,https://redsports.co.kr/web/product/big/202107/f1fcd3c2572519fa0b4b11750696eac8.jpg
6107,102,스타 배구네트 9인제 경기용 VN380,85000,2022-05-17,913,https://redsports.co.kr//web/product/manual/S-SVN380.jpg,https://redsports.co.kr/web/product/big/202107/258d0a0ac9529fc408338f1fe4a2b31d.jpg
6108,102,스타 배구네트 9인제 고급형 VN351H,39000,2022-11-27,338,https://redsports.co.kr//web/product/manual/S-SVN351H.jpg,https://redsports.co.kr/web/product/big/202107/3d32540bb7d6922ecdeb055c9fa2cb58.jpg
6110,102,스타 배구네트 9인제 일반용 VN361H,33000,2022-02-24,545,https://redsports.co.kr//web/product/manual/S-SVN361H.jpg,https://redsports.co.kr/web/product/big/202107/8b99bd6c08932bdd8d9c8f5b069d649b.jpg
6111,102,스타 배구네트 6인제 일반용 VN200H,29000,2022-02-02,812,https://redsports.co.kr//web/product/manual/S-SVN200H.jpg,https://redsports.co.kr/web/product/big/202107/d3d2b517fa03654c23c502081a592fe1.jpg
6113,102,스타 배구네트 6인제 고급형 VN310H,35000,2022-11-06,807,https://redsports.co.kr//web/product/manual/S-SVN310H.jpg,https://redsports.co.kr/web/product/big/202107/00f50fb474691be8e21b33b0dbc7f3d9.jpg
5386,103,핸드볼 골대 야외용/사은품 핸드볼공 S500-2,1490000,2021-10-17,490,https://redsports.co.kr//web/product/manual/S-S500-2.jpg,https://redsports.co.kr/web/product/big/S500-2.jpg
5385,103,핸드볼 골대 경기용/사은품 핸드볼공 S500-1,1690000,2021-06-26,767,https://redsports.co.kr//web/product/manual/S-S500-1.jpg,https://redsports.co.kr/web/product/big/S500-1.jpg
5963,103,스타 핸드볼 골망 HN300H,68000,2021-11-25,303,https://redsports.co.kr//web/product/manual/S-HN300H.jpg,https://redsports.co.kr/web/product/big/HN300H.jpg
6114,105,스타 테니스네트 C형 망두께2MM TN332H,75000,2021-07-14,220,https://redsports.co.kr//web/product/manual/S-STN332H.jpg,https://redsports.co.kr/web/product/big/202107/a6462231a2aae11b0ab63d2c63f30135.jpg
6115,105,스타 테니스네트 B형 망두께2.3MM TN331H,99000,2023-02-22,480,https://redsports.co.kr//web/product/manual/S-STN331H.jpg,https://redsports.co.kr/web/product/big/202107/78a76ab5be13fffa8f3bc563b5c4d848.jpg
6116,105,스타 테니스네트 A형 망두께2.5MM TN310H,140000,2023-02-16,278,https://redsports.co.kr//web/product/manual/S-STN310H.jpg,https://redsports.co.kr/web/product/big/202107/b788f848ba08f28ed9a8826442f2c496.jpg
6117,105,스타 테니스네트 특형 망두께2.6MM TN303H,160000,2022-05-26,893,https://redsports.co.kr//web/product/manual/S-STN303H.jpg,https://redsports.co.kr/web/product/big/202107/0c532ceb0fb3bc9c1367e5c834f6bc17.jpg
6161,99,축구골대 이동고정식 정규규격,1790000,2021-07-30,214,https://redsports.co.kr//web/product/manual/S-IWS-403BB.jpg,https://redsports.co.kr/web/product/big/202108/03bcb910ced63b703e0d48919755608f.jpg
6162,99,축구골대 이동식 보호대부착 정규규격,2290000,2022-01-09,177,https://redsports.co.kr//web/product/manual/S-IWS-403C.jpg,https://redsports.co.kr/web/product/big/202108/b64a9aaf9a1411f68d04b5fc90f2b12e.jpg
6163,99,축구골대 이동식 바퀴부착형 정규규격,2290000,2021-04-28,261,https://redsports.co.kr//web/product/manual/S-IWS-405R.jpg,https://redsports.co.kr/web/product/big/202108/4c639733770f35fd3b86c4a2e23ce776.jpg
5803,99,스타 접이식 미니골대 1개입 SN910,89000,2021-05-20,481,https://redsports.co.kr//web/product/manual/S-SN910.jpg,https://redsports.co.kr/web/product/big/201809/26d320439ff765d766276fa460c78a6e.jpg
5804,99,스타 접이식 멀티골대 낱개 1개입 스틸프레임 실내외용 미니풋살 SN920,119000,2022-08-01,696,https://redsports.co.kr//web/product/manual/S-SN920.jpg,https://redsports.co.kr/web/product/big/201809/25a68c5d3e96d5fe2eb80e0753462f94.jpg
5378,99,유소년 축구골대 이동고정식,1790000,2022-12-08,10,https://redsports.co.kr//web/product/manual/S-S351-2.jpg,https://redsports.co.kr/web/product/big/201811/1bba0e1171c9f3e26a784043ba351e70.jpg
5377,99,성인용 축구골대 이동고정식 정규규격,1790000,2021-12-28,287,https://redsports.co.kr//web/product/manual/S-S351-1.jpg,https://redsports.co.kr/web/product/big/201811/e0e60c2fc499ec07b6d0d053911888e3.jpg
4097,99,"[무료배송] 낫소 트윈 미니골대 2in1 대형골대(183x152x91cm), 소형골대 (122x91x61cm) 유소년/축구클럽 NS-122A  ",129000,2022-10-16,875,https://redsports.co.kr//web/product/manual/S-NS-122A.jpg,https://redsports.co.kr/web/product/big/4097_shop1_426874.jpg
5946,99,스타 유소년 축구골망 망두께 2.5mm SN250H,82000,2022-07-18,234,https://redsports.co.kr//web/product/manual/S-SSN250H.jpg,https://redsports.co.kr/web/product/big/201810/34770d60b5cb5b74ac7cf843a56ba911.jpg
5947,99,스타 A형 축구골망 망두께 2.5mm SN311H,92000,2022-12-08,989,https://redsports.co.kr//web/product/manual/S-SSN311H.jpg,https://redsports.co.kr/web/product/big/201810/2b2757cb88f2f1c14a210f528998f684.jpg
5948,99,스타 B형 축구골망 망두께 2mm SN320H,69000,2021-05-09,8,https://redsports.co.kr//web/product/manual/S-SSN320H.jpg,https://redsports.co.kr/web/product/big/201810/9b0c5f938946e2eb8369f4e1dc2f42d3.jpg
5949,99,스타 경기용 축구골망 망두께 3.5mm SN303H,155000,2022-10-27,738,https://redsports.co.kr//web/product/manual/S-SSN303H.jpg,https://redsports.co.kr/web/product/big/201810/21f0408dc7989a2377d664b7e59e88f0.jpg
5950,99,스타 경기용 축구골망 망두께 4mm SN300H,185000,2022-03-10,125,https://redsports.co.kr//web/product/manual/S-SSN300H.jpg,https://redsports.co.kr/web/product/big/201810/75387770c2172963792c412a2d75f310.jpg
6032,99,선수대기석 8인용 의자 풋살/축구겸용 L4800*H2250*W1200mm 탄소강관 스틸 전국배송,2990000,2021-11-26,41,https://redsports.co.kr//web/product/manual/S-9944.jpg,https://redsports.co.kr/web/product/big/20200619/7675ff1d6a9eda2ce3f519fa419a965b.jpg
6123,99,스타 팝업 축구골대 휴대용 SB975,125000,2023-01-01,828,https://redsports.co.kr//web/product/manual/S-SB975.jpg,https://redsports.co.kr/web/product/big/202107/51eabfa2bc1690f483230e81af329faf.jpg
6164,99,미니골대 이동식 2개 1조 실내외용,595000,2022-07-15,870,https://redsports.co.kr//web/product/manual/S-IWS-601M.jpg,https://redsports.co.kr/web/product/big/202108/bc0452c315f08c1ea813f4bed9aab599.jpg
5669,104,풋살골대 세트 정규규격 2M*3M,895000,2021-01-01,76,https://redsports.co.kr//web/product/manual/S-FG44444.jpg,https://redsports.co.kr/web/product/big/201910/fc43c6c2d8de4f6fdea28fc7284d08eb.jpg
5877,104,풋살골대 보호대 세트 정규규격 2개 1조,1490000,2022-05-01,660,https://redsports.co.kr//web/product/manual/S-FG-5555.jpg,https://redsports.co.kr/web/product/big/201811/bdfc847baf56f988fc744f0238480c9c.jpg
5378,104,유소년 축구골대 이동고정식,1790000,2021-01-03,404,https://redsports.co.kr//web/product/manual/S-S351-2.jpg,https://redsports.co.kr/web/product/big/201811/1bba0e1171c9f3e26a784043ba351e70.jpg
5377,104,성인용 축구골대 이동고정식 정규규격,1790000,2021-12-29,480,https://redsports.co.kr//web/product/manual/S-S351-1.jpg,https://redsports.co.kr/web/product/big/201811/e0e60c2fc499ec07b6d0d053911888e3.jpg
5387,104,풋살 골대 사은품 풋살공 S600-1,1490000,2023-01-05,951,https://redsports.co.kr//web/product/manual/S-S600-1.jpg,https://redsports.co.kr/web/product/big/S600-1.jpg
5331,104,삼면고정식 농구대 특수투명아크릴백보드/1800×1050×3050㎜/사은품 농구공  S129-2,2980000,2023-03-12,798,https://redsports.co.kr//web/product/manual/S-S129-2.jpg,https://redsports.co.kr/web/product/big/S129-2.jpg
5334,104,양면고정식 농구대 폴프백보드/1800×1050×3050㎜/사은품 농구공  S130-4,1890000,2022-05-11,836,https://redsports.co.kr//web/product/manual/S-S130-4.jpg,https://redsports.co.kr/web/product/big/S130-4.jpg
5337,104,각기둥단면고정식 농구대 특수투명아크릴백보드/1800×1050×3050㎜/사은품 농구공  S131-7,1890000,2022-09-07,804,https://redsports.co.kr//web/product/manual/S-S131-7.jpg,https://redsports.co.kr/web/product/big/S131-7.jpg
5329,104,사면고정식 농구대 특수투명아크릴백보드/1800×1050×3050㎜/사은품 농구공 S128-1,3490000,2021-02-05,465,https://redsports.co.kr//web/product/manual/S-S128-1.jpg,https://redsports.co.kr/web/product/big/S128-2.jpg
5346,104,배구 지주세트 실내체육관용/핀조절식/사은품 배구공 S211-2,849000,2021-02-03,128,https://redsports.co.kr//web/product/manual/S-S211-2.jpg,https://redsports.co.kr/web/product/big/S211-2.jpg
5351,104,배구 지주세트 실내외이동식/베벨기어식/사은품 배구공 S211-10,1830000,2022-08-04,939,https://redsports.co.kr//web/product/manual/S-S211-10.jpg,https://redsports.co.kr/web/product/big/S211-10.jpg
5608,104,"[무료배송] 스타 멀티골대 (낱개) 풋살골대3M*2M/유소년축구골대2M*1.5M, 안전커버, 조립형 SN900",312500,2022-03-21,994,https://redsports.co.kr//web/product/manual/S-SN900-1.jpg,https://redsports.co.kr/web/product/big/201511/5608_shop1_348879.jpg
6032,104,선수대기석 8인용 의자 풋살/축구겸용 L4800*H2250*W1200mm 탄소강관 스틸 전국배송,2990000,2022-02-17,628,https://redsports.co.kr//web/product/manual/S-9944.jpg,https://redsports.co.kr/web/product/big/20200619/7675ff1d6a9eda2ce3f519fa419a965b.jpg
5820,97,족구 전용 이동식 지주 정식규격 분체도장 네트포함 사은품 당일출고,299000,2021-05-11,820,https://redsports.co.kr//web/product/manual/S-BT-35.jpg,https://redsports.co.kr/web/product/big/201810/385412b4bd72bb99dc7ba296978dd31f.jpg
4086,97,스타 멀티지주대 (배드민턴/족구/패드민턴 사용가능) XN100,350000,2021-09-30,856,https://redsports.co.kr//web/product/manual/S-XN100.jpg,https://redsports.co.kr/web/product/big/4086_shop1_247000.jpg
3942,97,스타 족구지주대 세트(분리형) 족구네트/족구안테나 포함 JN243S,600000,2021-02-13,227,https://redsports.co.kr//web/product/manual/S-JN243S.jpg,https://redsports.co.kr/web/product/big/3942_shop1_617987.jpg
5382,97,족구 지주세트 이동식/사은품 족구공 S452-1,529000,2021-01-09,262,https://redsports.co.kr//web/product/manual/S-S452-1.jpg,https://redsports.co.kr/web/product/big/S452-1.jpg
5761,97,족구/배드민턴 이동식 겸용 지주대,299000,2022-05-30,438,https://redsports.co.kr//web/product/manual/S-BT-3.jpg,https://redsports.co.kr/web/product/big/201709/5761_shop1_725047.jpg
5844,97,스타 일체형 족구 지주세트 JN300S,295000,2023-02-22,605,https://redsports.co.kr//web/product/manual/S-JN300S-2.jpg,https://redsports.co.kr/web/product/big/202201/fcc39401d7edaf8314c763499dcbedf6.jpg
5966,97,스타 족구네트(초등부) JN216H,11200,2022-09-29,589,https://redsports.co.kr//web/product/manual/S-JN216H.jpg,https://redsports.co.kr/web/product/big/JN216H.jpg
6038,97,배드민턴/족구 이동식 겸용 멀티지주대,159000,2021-05-08,407,https://redsports.co.kr//web/product/manual/S-BT-111.jpg,https://redsports.co.kr/web/product/big/202007/27ced26bc51341d31b331d75332cb1bc.jpg
6039,97,배드민턴/족구/배구 이동식 겸용 멀티 지주대,239000,2021-10-29,434,https://redsports.co.kr//web/product/manual/S-BT-222.jpg,https://redsports.co.kr/web/product/big/202007/453526e6f5b5229bdd4ddac3f634d497.jpg
6063,97,족구/배드민턴 이동식 겸용 멀티지주대,199000,2022-04-08,780,https://redsports.co.kr//web/product/manual/S-BT-333.jpg,https://redsports.co.kr/web/product/big/202010/76d093e41314a15c04ca23e96ccd56e8.jpg
6064,97,고정식 족구 지주대,229000,2021-05-21,797,https://redsports.co.kr//web/product/manual/S-JG1.jpg,https://redsports.co.kr/web/product/big/202010/6eecb7799dcec4e9e3f9694b36e30d8e.jpg
6065,97,앙카식 족구 지주대,229000,2023-05-04,107,https://redsports.co.kr//web/product/manual/S-JG2.jpg,https://redsports.co.kr/web/product/big/202010/505deaab595edb0e4e2e815922cc1d04.jpg
6066,97,맨홀식 족구 지주대,249000,2023-03-17,220,https://redsports.co.kr//web/product/manual/S-JG33.jpg,https://redsports.co.kr/web/product/big/202010/4454002bff95f6707fd77bdd681880ba.jpg
6071,97,스타 족구네트 매치 정규규격 JN216H,29000,2022-11-27,38,https://redsports.co.kr//web/product/manual/S-JN216H-1.jpg,https://redsports.co.kr/web/product/big/202010/a4d898bb4432e9e820fda43e93a31967.jpg
3957,98,스타 배드민턴 네트 지주대세트 간편조립/안정된중량감/우레탄바퀴 DN500,490000,2022-05-07,128,https://redsports.co.kr//web/product/manual/S-DN500.jpg,https://redsports.co.kr/web/product/big/3957_shop1_646807.jpg
5359,98,배드민턴 지주세트 국제공인규격/사은품 셔틀콕 S311-2,539000,2021-07-21,199,https://redsports.co.kr//web/product/manual/S-S311-2.jpg,https://redsports.co.kr/web/product/big/S311-2.jpg
5358,98,배드민턴 지주세트 국제경기용/사은품 배드민턴라켓 셔틀콕 S311-1,749000,2021-04-23,61,https://redsports.co.kr//web/product/manual/S-S311-1.jpg,https://redsports.co.kr/web/product/big/S311-1.jpg
4086,98,스타 멀티지주대 (배드민턴/족구/패드민턴 사용가능) XN100,350000,2021-01-26,224,https://redsports.co.kr//web/product/manual/S-XN100.jpg,https://redsports.co.kr/web/product/big/4086_shop1_247000.jpg
5761,98,족구/배드민턴 이동식 겸용 지주대,299000,2023-03-28,489,https://redsports.co.kr//web/product/manual/S-BT-3.jpg,https://redsports.co.kr/web/product/big/201709/5761_shop1_725047.jpg
6038,98,배드민턴/족구 이동식 겸용 멀티지주대,159000,2021-07-24,1,https://redsports.co.kr//web/product/manual/S-BT-111.jpg,https://redsports.co.kr/web/product/big/202007/27ced26bc51341d31b331d75332cb1bc.jpg
6039,98,배드민턴/족구/배구 이동식 겸용 멀티 지주대,239000,2023-01-19,684,https://redsports.co.kr//web/product/manual/S-BT-222.jpg,https://redsports.co.kr/web/product/big/202007/453526e6f5b5229bdd4ddac3f634d497.jpg
6040,98,배드민턴 중간 서포트 지주대,99000,2022-01-22,477,https://redsports.co.kr//web/product/manual/S-BT-666.jpg,https://redsports.co.kr/web/product/big/202007/d00fb8e5a52d42401c26d54e0f83f96f.jpg
6063,98,족구/배드민턴 이동식 겸용 멀티지주대,199000,2022-11-03,718,https://redsports.co.kr//web/product/manual/S-BT-333.jpg,https://redsports.co.kr/web/product/big/202010/76d093e41314a15c04ca23e96ccd56e8.jpg
6067,98,고정식 배드민턴 지주대,249000,2022-11-16,435,https://redsports.co.kr//web/product/manual/S-BT1.jpg,https://redsports.co.kr/web/product/big/202010/20e3a916a0e485c7708bf05f93e0d4e2.jpg
6068,98,맨홀식 배드민턴 지주대,279000,2023-05-17,157,https://redsports.co.kr//web/product/manual/S-BT2.jpg,https://redsports.co.kr/web/product/big/202010/00bababfc46808cfe711cea81e04c919.jpg
6070,98,앙카식 배드민턴 지주대,249000,2022-04-03,887,https://redsports.co.kr//web/product/manual/S-BT3.jpg,https://redsports.co.kr/web/product/big/202010/8efb4d558d45e28c9c85e98651ee9230.jpg
6119,98,스타 배드민턴네트 고급형 DN110,30000,2021-06-28,811,https://redsports.co.kr//web/product/manual/S-SDN110.jpg,https://redsports.co.kr/web/product/big/202107/568f8f618f0c85e7edb2aa3c062c309a.jpg
6120,98,스타 배드민턴네트 DN210H,24000,2023-03-10,198,https://redsports.co.kr//web/product/manual/S-SDN210H.jpg,https://redsports.co.kr/web/product/big/202107/5cfd08266883afeca3ab6c19d0ade6e1.jpg
6150,101,농구대 야외고정식 1주1면 1대 보호대포함 콘크리트 매립형,1600000,2023-02-26,457,https://redsports.co.kr//web/product/manual/S-IWB-701.jpg,https://redsports.co.kr/web/product/big/202108/88603a97e8b3af893b3dc4a735e03b05.jpg
6151,101,농구대 야외고정식 1주2면 1대 보호대포함 콘크리트 매립형,2500000,2021-06-17,466,https://redsports.co.kr//web/product/manual/S-IWB-702.jpg,https://redsports.co.kr/web/product/big/202108/febed9f404a002221f1b315394e9799f.jpg
6152,101,농구대 야외고정식 1주3면 1대 보호대포함 콘크리트 매립형,2950000,2021-01-27,815,https://redsports.co.kr//web/product/manual/S-IWB-703.jpg,https://redsports.co.kr/web/product/big/202108/4389811d3933dfbe0dd60eb4caf3da23.jpg
6153,101,농구대 야외고정식 1주4면 1대 보호대포함 콘크리트 매립형,3900000,2022-09-06,855,https://redsports.co.kr//web/product/manual/S-IWB-704.jpg,https://redsports.co.kr/web/product/big/202108/36b7201fdd0762b041952888a2a37999.jpg
6154,101,농구대 야외고정식 1주1면 1대 보호대포함 앙카볼트식,1850000,2023-04-09,227,https://redsports.co.kr//web/product/manual/S-IWB-601.jpg,https://redsports.co.kr/web/product/big/202108/eb0f23480621570eb8b773c61a3227b6.jpg
6155,101,농구대 야외고정식 1주2면 1대 보호대포함 앙카볼트식,2900000,2023-04-17,754,https://redsports.co.kr//web/product/manual/S-IWB-602.jpg,https://redsports.co.kr/web/product/big/202108/81ee06fb3b337433346825ce8e25e747.jpg
6157,101,농구대 야외고정식 1주3면 1대 보호대포함 앙카볼트식,3900000,2021-04-03,236,https://redsports.co.kr//web/product/manual/S-IWB-603.jpg,https://redsports.co.kr/web/product/big/202108/d63100074382339f5cba6934bfa81676.jpg
6158,101,농구대 야외고정식 1주4면 1대 보호대포함 앙카볼트식,4900000,2021-09-16,467,https://redsports.co.kr//web/product/manual/S-IWB-604.jpg,https://redsports.co.kr/web/product/big/202108/6ce90d3b5b1c6aa3c21b0060dbe0cb1a.jpg
6159,101,농구대 야외이동식 1대 높이고정식 사다리형,1600000,2021-07-29,187,https://redsports.co.kr//web/product/manual/S-IWB-401.jpg,https://redsports.co.kr/web/product/big/202108/0e91631135f12f727c33f1c8f6d3724f.jpg
6082,101,농구대 국제규격 야외이동식 높이고정형,2400000,2022-10-09,782,https://redsports.co.kr//web/product/manual/S-302.jpg,https://redsports.co.kr/web/product/big/202012/60a37fe10c53830a46e9e1451da1474b.jpg
6081,101,농구대 국제규격 실내이동식 높이조절형,2700000,2022-09-08,266,https://redsports.co.kr//web/product/manual/S-301S.jpg,https://redsports.co.kr/web/product/big/202012/47c802188a5d6860a0fbdc0febb21f9b.jpg
6080,101,농구대 국제규격 실내이동식 높이조절형,3500000,2023-04-10,146,https://redsports.co.kr//web/product/manual/S-202.jpg,https://redsports.co.kr/web/product/big/202012/f4d69cbc6ed7af890416ed10e2b64441.jpg
6079,101,농구대 국제규격 실내이동식 높이고정형 실내외겸용 고온분체도장 보호대장착,5500000,2022-07-01,720,https://redsports.co.kr//web/product/manual/S-1030.jpg,https://redsports.co.kr/web/product/big/202012/fb7e72b149caeb15083e4429b07ab05d.jpg
4019,101,스타 농구링망(C형) 2개입 BN302,6000,2021-10-02,424,https://redsports.co.kr//web/product/manual/S-BN302.jpg,https://redsports.co.kr/web/product/big/BN302.jpg
4018,101,스타 농구링망(A형) 2개입 BN102,15000,2021-01-20,58,https://redsports.co.kr//web/product/manual/S-BN102.jpg,https://redsports.co.kr/web/product/big/BN102.jpg
5337,101,각기둥단면고정식 농구대 특수투명아크릴백보드/1800×1050×3050㎜/사은품 농구공  S131-7,1890000,2022-04-01,345,https://redsports.co.kr//web/product/manual/S-S131-7.jpg,https://redsports.co.kr/web/product/big/S131-7.jpg
5336,101,단면고정식 농구대 폴프백보드/1800×1050×3050㎜/사은품 농구공  S131-4,1190000,2022-06-22,299,https://redsports.co.kr//web/product/manual/S-S131-4.jpg,https://redsports.co.kr/web/product/big/S131-4.jpg
5335,101,단면고정식 농구대 특수투명아크릴백보드/1800×1050×3050㎜/사은품 농구공  S131-2,1390000,2021-05-31,887,https://redsports.co.kr//web/product/manual/S-S131-2.jpg,https://redsports.co.kr/web/product/big/S131-2.jpg
5334,101,양면고정식 농구대 폴프백보드/1800×1050×3050㎜/사은품 농구공  S130-4,1890000,2021-10-17,459,https://redsports.co.kr//web/product/manual/S-S130-4.jpg,https://redsports.co.kr/web/product/big/S130-4.jpg
5333,101,양면고정식 농구대 특수투명아크릴백보드/1800×1050×3050㎜/사은품 농구공  S130-2,2390000,2022-01-30,364,https://redsports.co.kr//web/product/manual/S-S130-2.jpg,https://redsports.co.kr/web/product/big/S130-2.jpg
5332,101,삼면고정식 농구대 폴프백보드/1800×1050×3050㎜/사은품 농구공  S129-4,2490000,2023-04-16,927,https://redsports.co.kr//web/product/manual/S-S129-4.jpg,https://redsports.co.kr/web/product/big/S129-4.jpg
